"127","Milano","9075"
"161","Milano","9075"
"164","Milano","9075"
"172","Milano","9075"
"190","Milano","9075"
"204","Milano","9075"
"205","Milano","9075"
"206","Milano","9075"
"207","Milano","9075"
"208","Milano","9075"
"209","Milano","9075"
"211","Milano","9075"
"213","Milano","9075"
"245","Milano","9075"
"248","Milano","9075"
"328","Milano","9075"
"396","Milano","9075"
"411","Milano","9075"
"512","Milano","9075"
"513","Milano","9075"
"785","Milano","9075"
"789","Milano","9075"
"807","Milano","9075"
"808","Milano","9075"
"815","Milano","9075"
"824","Milano","9075"
"833","Milano","9075"
"850","Milano","9075"
"879","Milano","9075"
"889","Milano","9075"
"913","Milano","9075"
"935","Milano","9075"
"937","Milano","9075"
"978","Milano","9075"
"987","Milano","9075"
"989","Milano","9075"
"1062","Milano","9075"
"1063","Milano","9075"
"1065","Milano","9075"
"1081","Milano","9075"
"1082","Milano","9075"
"1084","Milano","9075"
"1087","Milano","9075"
"1089","Milano","9075"
"1060","Dépanneur Généreux","866"
"1013","All Out Burger","540"
"1038","All Out Burger","540"
"1071","All Out Burger","540"
"1080","All Out Burger","540"
"1088","All Out Burger","540"
"334","Colonnade Pizza","472"
"1024","Colonnade Pizza","472"
"1025","Colonnade Pizza","472"
"1027","Colonnade Pizza","472"
"1028","Colonnade Pizza","472"
"183","Aylmer BBQ","440"
"863","Joes Family Pizzeria","365"
"542","Sachi Sushi","360"
"818","Sushi Fleury","338"
"869","China Moon","314"
"1094","Sushiyana","252"
"817","Supreme Pizzeria","238"
"947","Supreme Pizzeria","238"
"415","Shaan Tandoori","231"
"683","Pizza Maisonneuve","226"
"930","Pizza Maisonneuve","226"
"280","Pho Dau Bo Restaurant - Kitchener","225"
"238","Mano City Pizza","224"
"101","New Mee Fung Restaurant","221"
"335","Aahar The Taste of India","215"
"781","Aahar The Taste of India","215"
"145","Mr Mozzarella - Nepean","213"
"275","Tony's Pizza","209"
"225","Restaurant Le Choix","205"
"413","Lucky Fortune","197"
"973","Amicci Pizza","196"
"669","iCook Pho You","195"
"694","Ting's Kitchen","192"
"707","New Hong Kong","185"
"294","Hong Kong Chinese Food Takeout","180"
"239","Hung Mein","178"
"142","Kiki Lebanese Pineview Pizza","176"
"231","Papa Pizza Des Flandres","176"
"337","Pho Bo Ga King - Somerset","174"
"199","Season's Pizza","168"
"184","Papa Pizza - Hull","166"
"228","Restaurant Chez Gerry","166"
"489","JN Pizza","163"
"703","Papa Pizza Val-Des-Monts","157"
"856","Asia Garden Ottawa","156"
"968","Friendly Restaurant and Pizzeria","155"
"175","Vanier Pizza & Subs","155"
"729","Palermo Pizzeria","153"
"874","JC Royal Thai Cuisine","152"
"187","Cathay Restaurants","150"
"1064","Vieux Hull Pizza","150"
"124","Eastview Pizza","149"
"346","Papa Pizza Maloney","148"
"224","Ginkgo Garden","147"
"192","Lorenzo's Pizzeria - Vanier","147"
"312","Lucky King Take Out","144"
"387","Orchid Sushi","140"
"701","Rangoli","139"
"143","Bobbie's Pizza & Subs","138"
"89","Imilio's Pizzeria","138"
"90","Lucky Star Chinese Food","138"
"1042","Kabylie Pizza","135"
"959","La Maison Pho","135"
"547","Yorgo's - Nepean","135"
"825","Papa Pizza Cantley","134"
"511","Sushi Express Chambly","133"
"94","Mama Rosa","131"
"914","Oka's Hull","130"
"95","Papa Joe's Pizza - Downtown","125"
"364","La Famiglia on the Danforth","124"
"805","Crispy's","123"
"1050","Crispy's Bank Street","123"
"344","Mont Liban Bakery & Shawarma","123"
"872","Mozza Pizza Hull","122"
"179","Number One Chinese Take Out","122"
"953","PizzaRama","122"
"257","Riverside Pizzeria","119"
"1069","Prima Pizza","118"
"173","Roulas Grecque et Pizza","118"
"318","Indian Punjabi Clay Oven","116"
"998","Little Gyros Greek Grill","113"
"146","Merivale Pizza & Wings","113"
"964","Pizza Joanna","113"
"532","Xtreme Pizza","113"
"200","The Original Georgie's","109"
"974","Greber Pizza et Shawarma","105"
"132","Mozza Pizza Gatineau","105"
"951","Ogilvie Pizza","105"
"948","Patate Lou Lou","104"
"246","Carlo's Pizza","103"
"716","Egg Roll Factory","103"
"350","Erman Pizza","102"
"782","Pizza des Hautes Plaines","102"
"965","La Maison du Burger","100"
"1059","Golden Center Pizza","96"
"374","New Mukut Restaurant Indian Cuisine","95"
"1045","Nachos Loco Gatineau","94"
"1033","Nachos Loco Hull","94"
"983","Sala Thai","94"
"721","Napolis","91"
"1046","Poutinerie Québecurds Gatineau","90"
"1032","Poutinerie Québecurds Hull","90"
"865","Digby's Restaurant","89"
"117","House of Lasagna","86"
"712","Pizza Lovers Hunt Club","86"
"1079","Kirkwood Pizza","85"
"1091","Mykonos Greek Grill","83"
"1092","Mykonos Greek Grill","83"
"1093","Mykonos Greek Grill","83"
"203","Champa Thai Cuisine","82"
"727","HaNoi Pho","81"
"1051","Oh My Grill","81"
"323","Charm Thai Cuisine","79"
"1035","Dumpling Bowl","79"
"838","Marina Pizza des Flandres ","73"
"1074","Pizzalicious","73"
"1039","Papa Pizza Chem. de Masson","70"
"1041","Papa Burger","69"
"255","Centertown Donair & Pizza","68"
"952","La Poutinerie Ogilvie","68"
"219","Lemongrass Thai Cuisine","68"
"695","Light of India","66"
"264","Pizza Bravo","65"
"383","Beneci Pizza","64"
"1066","Papa Burger Maloney","64"
"840","Papa Grecque Maloney ","55"
"758","Papa Grecque des Flandres","49"
"1054","Papa Grecque Cantley","45"
"830","Aroy Thai","39"
"612","Papa Joe's Fried Chicken - Downtown","28"
"1083","Souvlaki Souvlaki","26"
